# Expression-level normalisation (post-Buchberger disequality
# reduction) ablation across three benchmark suites.
#
# default   = standard pipeline (algebraic layer + bit-blast)
# expr_norm = default + ENABLE_GB_EXPR_NORMALISE (post-Buchberger
#             reduce each disequality's lhs - rhs by the global
#             basis; if 0, refute)
#
# Time in seconds; T/O = per-suite timeout
# (custom: 30s, Martin: 10s, SMT-COMP: 30s)
#
# Date: 2026-05-29T12:04:40+00:00
# CBMC: 6.8.0 (cbmc-6.8.0-553-g087fad835b-dirty)

custom	comm_8	0.00	0.00
custom	comm_10	0.00	0.00
custom	comm_11	0.00	0.00
custom	comm_12	0.00	0.00
custom	comm_13	0.00	0.00
custom	comm_14	0.00	0.00
custom	comm_15	0.00	0.00
custom	comm_16	0.00	0.00
custom	comm_18	0.00	0.00
custom	comm_20	0.00	0.00
custom	comm_24	0.00	0.00
custom	comm_32	0.00	0.00
custom	assoc_8	0.00	0.00
custom	distrib_8	0.00	0.00
custom	overflow_detect_16	0.00	0.00
custom	add_overflow_16	0.00	0.00
custom	checked_mul_16	0.00	0.00
custom	add_chain_16	0.00	0.00
custom	add_chain_32	0.00	0.00
custom	add_sub_cancel_16	0.00	0.00
custom	equiv_unsat_8add_16	0.00	0.00
custom	bf16_mul_comm	0.00	0.00
custom	bf16_mul_comm_v2	9.93	9.96
custom	bf16_mul_const	0.02	0.02
custom	bf16_mul_mono	29.45	29.46
custom	strength_chain_16	0.00	0.00
custom	strength_16_15	0.00	0.00
custom	strength_16_31	0.00	0.00
custom	mul_ineq_12	3.55	3.56
custom	div_mul_roundtrip_12	3.87	3.86
custom	gf256_mul_assoc	0.05	0.05
custom	crypto_square_mod	0.01	0.01
custom	barrett_red_8	0.01	0.01
custom	fixedpoint_mul_16	0.01	0.01
custom	dsp_image_reject	0.00	0.00
custom	dsp_horner_16	0.00	0.00
custom	dsp_vanishing_poly_8	0.00	0.00
custom	dsp_vanishing_mv	0.00	0.00
custom	dsp_coeff_scale_8	0.00	0.00
martin	bitwidth-8-degree-15-seed-23-addition-original-native-encoding	1.81	1.84
martin	bitwidth-16-degree-13-seed-23-addition-original-native-encoding	0.24	0.24
martin	bitwidth-8-degree-7-seed-23-addition-original-native-encoding	0.02	0.02
martin	bitwidth-32-degree-15-seed-23-addition-original-native-encoding	1.33	1.34
martin	bitwidth-32-degree-4-seed-23-addition-original-native-encoding	0.09	0.09
martin	bitwidth-16-degree-8-seed-23-addition-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-31-seed-23-addition-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-32-degree-21-seed-23-addition-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-20-seed-23-addition-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-32-degree-2-seed-23-addition-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-8-degree-6-seed-23-addition-reduced-native-encoding	0.96	0.95
martin	bitwidth-16-degree-31-seed-23-addition-reduced-native-encoding	T/O	T/O
martin	bitwidth-16-degree-26-seed-23-addition-reduced-native-encoding	T/O	T/O
martin	bitwidth-16-degree-30-seed-23-addition-reduced-native-encoding	T/O	T/O
martin	bitwidth-32-degree-8-seed-23-addition-reduced-native-encoding	0.37	0.37
martin	bitwidth-8-degree-8-seed-23-addition-reduced-subpolynomial-encoding	0.91	0.92
martin	bitwidth-16-degree-32-seed-23-addition-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-21-seed-23-addition-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-13-seed-23-addition-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-5-seed-23-addition-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-32-degree-21-seed-23-bounding-original-native-encoding	1.18	1.18
martin	bitwidth-8-degree-5-seed-23-bounding-original-native-encoding	0.00	0.00
martin	bitwidth-32-degree-4-seed-23-bounding-original-native-encoding	0.03	0.03
martin	bitwidth-32-degree-28-seed-23-bounding-original-native-encoding	2.04	2.09
martin	bitwidth-16-degree-14-seed-23-bounding-original-native-encoding	0.11	0.11
martin	bitwidth-32-degree-17-seed-23-bounding-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-8-degree-10-seed-23-bounding-original-subpolynomial-encoding	0.06	0.06
martin	bitwidth-16-degree-23-seed-23-bounding-original-subpolynomial-encoding	6.12	6.08
martin	bitwidth-16-degree-15-seed-23-bounding-original-subpolynomial-encoding	5.97	5.92
martin	bitwidth-32-degree-9-seed-23-bounding-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-32-degree-8-seed-23-bounding-reduced-native-encoding	0.15	0.15
martin	bitwidth-32-degree-5-seed-23-bounding-reduced-native-encoding	0.05	0.05
martin	bitwidth-32-degree-19-seed-23-bounding-reduced-native-encoding	0.92	0.91
martin	bitwidth-8-degree-4-seed-23-bounding-reduced-native-encoding	0.00	0.00
martin	bitwidth-16-degree-6-seed-23-bounding-reduced-native-encoding	0.02	0.02
martin	bitwidth-32-degree-7-seed-23-bounding-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-17-seed-23-bounding-reduced-subpolynomial-encoding	5.47	5.52
martin	bitwidth-32-degree-13-seed-23-bounding-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-16-degree-20-seed-23-bounding-reduced-subpolynomial-encoding	5.18	5.18
martin	bitwidth-32-degree-9-seed-23-bounding-reduced-subpolynomial-encoding	T/O	T/O
martin	bitwidth-32-degree-16-seed-23-correctness-original-native-encoding-vs-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-8-degree-13-seed-23-correctness-original-native-encoding-vs-original-subpolynomial-encoding	0.26	0.26
martin	bitwidth-32-degree-22-seed-23-correctness-original-native-encoding-vs-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-8-degree-3-seed-23-correctness-original-native-encoding-vs-original-subpolynomial-encoding	0.03	0.03
martin	bitwidth-16-degree-10-seed-23-correctness-original-native-encoding-vs-original-subpolynomial-encoding	T/O	T/O
martin	bitwidth-32-degree-6-seed-23-correctness-original-native-encoding-vs-reduced-native-encoding	0.14	0.14
martin	bitwidth-16-degree-11-seed-23-correctness-original-native-encoding-vs-reduced-native-encoding	T/O	T/O
martin	bitwidth-8-degree-11-seed-23-correctness-original-native-encoding-vs-reduced-native-encoding	0.02	0.02
martin	bitwidth-32-degree-7-seed-23-correctness-original-native-encoding-vs-reduced-native-encoding	T/O	T/O
martin	bitwidth-16-degree-10-seed-23-correctness-original-native-encoding-vs-reduced-native-encoding	0.10	0.10
martin	bitwidth-16-degree-21-seed-23-correctness-original-native-encoding-vs-reduced-subpolynomial-encoding	T/O	T/O
